age,gender,occupation,city,monthly_income,income_source,savings_rate,debt,housing_expense,food_expense,transport_expense,entertainment_expense,shopping_expense,healthcare_expense,credit_card_usage,investment,emergency_fund,financial_stress,financial_health_score
24,Male,Employee,Urban,1253.4526935868032,Freelance,0.13442925766005465,456.54193140764494,437.61605110721405,107.56098664610123,125.19155989629259,145.20087284170344,46.58232798551644,62.69194300284233,Medium,Yes,Yes,Medium,31.091205684089516
53,Female,Business,Urban,1869.7823482513747,Business,0.027898372938861687,1041.872620461529,702.7283519822214,201.65750462980333,95.30380691414084,131.19366030539913,142.08391507732426,133.38773664129116,High,Yes,No,High,0.0
42,Male,Student,Urban,3782.433754595103,Multiple,0.18520782389114193,4782.800958059233,959.6677494353215,367.9497794798448,250.07882994572165,256.6602525460604,120.24003078560972,291.03516165434405,Medium,Yes,No,Medium,25.97729530690472
25,Female,Employee,Urban,1622.2139431585008,Multiple,0.15982737475448366,4508.675327038382,525.4032045258078,162.18045214541075,127.3408008536895,168.46982859173582,74.20796591652005,37.09301508548915,Medium,No,No,Medium,14.242489569812028
45,Male,Business,Urban,2810.3993489858067,Salary,0.3950029922700278,1687.8103342880063,716.8196273291761,311.7572769526428,195.94347548632106,158.61860148688856,86.020975901974,135.01377920457165,Medium,Yes,Yes,Low,46.19577129243292
20,Male,Freelancer,Suburban,4976.121708298677,Business,0.14778152175156914,2271.5731195112303,1895.8729516558387,719.4811738264733,489.6055030573965,507.1503821369783,405.4040425299376,360.9384400443799,Medium,Yes,No,Medium,25.942525274024995
61,Female,Employee,Urban,737.8625674043246,Salary,0.16917739737230195,1294.2711834934348,202.26462192254078,93.07730046068146,43.96921418028608,38.43557928547061,67.72163896283736,38.99844207963999,High,No,No,High,5.8476196833089755
33,Female,Student,Urban,2057.765244862086,Salary,0.22194561851771988,2678.214862831633,532.5058397275078,192.43751908689623,143.32588192192162,136.77455875418497,108.50435075428747,96.79613084168952,Medium,No,Yes,Medium,26.322265812358555
52,Female,Business,Suburban,2781.7013037948605,Salary,0.14291314909697453,1489.614296276374,1053.3042309998923,333.9985430397414,241.0347810826329,312.08700495968446,144.74345881170638,80.87344266932453,Medium,No,No,Medium,0.0
36,Male,Employee,Urban,996.2271631471532,Multiple,0.24409568375571317,15318.380485336054,315.4813885141509,90.42558664120455,89.50966065799284,72.28099852055324,36.68131120795975,46.42545210324476,Medium,Yes,No,Low,21.31390461043558
46,Male,Employee,Suburban,1872.8082191698988,Freelance,0.09831280235496627,11190.70014024035,495.0044704700169,265.8822180098959,103.09811732388063,213.0953593551621,61.754195401956714,120.57003537949028,Low,Yes,Yes,Medium,28.394689431681773
47,Female,Employee,Suburban,4114.404228001578,Salary,0.17606872279463104,6147.426020403765,1428.4711308553337,451.22552262161327,251.14002374964488,263.40969128868585,191.29920683921137,249.82306439269553,Low,Yes,Yes,Medium,28.289992189673615
29,Female,Unemployed,Rural,1716.156412943599,Freelance,0.2406813914572392,3075.5826433031925,610.6769949243761,251.37774094381317,97.14339799911434,65.00430295694679,154.7317892559658,79.52018474828736,Medium,Yes,No,Medium,17.139959269448457
63,Female,Student,Urban,1161.9289396506792,Salary,0.3137637405497514,9313.299787014748,389.5369103979639,146.82761853058463,87.1458876689784,114.6436659367693,83.81596486863762,76.71217776704,High,No,No,High,9.125049074993774
56,Male,Business,Rural,4295.898080294888,Salary,0.14138128383932713,3290.3153915180624,1287.9931180746462,594.3285173739691,329.178458501623,224.83162003101572,132.2945905568688,239.00243093248065,Low,No,Yes,Low,27.71396826845443
62,Female,Employee,Suburban,3048.0302666643265,Salary,0.14018732548101337,3502.303359139438,956.0844688143285,282.0955413466326,264.7563753650566,296.790528540426,221.47768758150852,111.18080824441999,High,No,Yes,Medium,17.812437720579684
61,Male,Employee,Rural,2358.006539097646,Salary,0.35412315832090135,529.5464981558728,927.2297707204953,329.7549621378456,220.89654310706214,193.01700049341005,79.08310941616426,66.77159005950318,High,Yes,No,Medium,25.20084714140361
49,Female,Freelancer,Urban,2323.439910236367,Salary,0.14481797087058126,3868.7130788578997,767.0935634096548,216.70322759768953,132.1411519295397,273.50201851957985,137.76578720829113,139.4737352177739,Low,No,No,Medium,13.114667707910407
62,Male,Unemployed,Suburban,4081.1791604310974,Freelance,0.1943258512323136,819.6066979689504,1263.3652474013322,605.366188400429,312.23951440116883,278.8605452865069,389.4031385399789,124.54219564378957,Medium,No,No,Low,9.874502537348583
23,Male,Employee,Rural,2827.827880398533,Salary,0.37127527669050886,1992.5504021210054,1007.3537089951958,281.63139860251533,209.34281978181778,312.5610761462341,209.04586933721174,92.44089727485915,Medium,No,No,High,13.010212250232161
30,Female,Student,Urban,3370.465259898876,Salary,0.20674573706850197,3529.690673667798,881.1191626397001,431.0269880125158,319.437239790828,320.6626224037309,245.48413961466184,123.74414613575271,Low,Yes,No,Medium,10.883895101980103
21,Female,Unemployed,Suburban,1726.2674315411991,Salary,0.17522445915060914,1213.552671878506,506.71849302596496,204.13870815372556,131.88542734411473,74.34723368735214,133.30637223781142,132.76593838295793,Medium,Yes,Yes,Low,26.113387470613297
37,Male,Freelancer,Rural,935.7258100635833,Business,0.1826839966791398,4811.262447676527,265.7189056507227,106.20482457085826,57.567944631554084,88.05266516066352,37.16890795747719,56.89120832742281,High,No,Yes,High,7.906417251427495
40,Male,Employee,Suburban,3330.763547066803,Multiple,0.12595479977501384,8533.29244877296,1172.4805007967968,366.39803850669074,320.75878074838266,291.0468548377762,121.69321648012435,251.93781008201088,High,No,No,High,0.0
34,Male,Employee,Urban,4232.143836676548,Business,0.24507833101337115,1231.7472664008394,1441.412819164755,452.22154871443587,408.6126048401948,499.4333487138238,237.29519163309058,146.82995400516697,Medium,No,No,Medium,7.3399229045116865
58,Female,Freelancer,Suburban,2181.39316059993,Salary,0.1075977467633783,3352.2653432858133,793.8427095439926,220.81189121339818,122.78293307475884,155.18095223030778,94.3868360144635,124.23494272488234,Low,Yes,No,Medium,14.64506856331657
38,Male,Business,Urban,3804.2657880374936,Salary,0.2778508845228518,857.0857951706998,1194.5997958085584,463.3758275343905,352.4562278027394,304.30599658421784,120.29226079269758,229.76863655342632,Medium,Yes,No,Low,24.675650623759186
34,Male,Unemployed,Rural,2063.9844721944296,Salary,0.20152155118752557,928.0413054694553,569.8486176872432,307.31630802289897,189.58471637130685,193.72721728879986,111.06921581059083,158.99907760315952,Low,Yes,Yes,Low,31.368015203557057
47,Female,Employee,Urban,2332.393842455248,Salary,0.22354737189138976,4064.454954454571,647.0623727770828,296.3343213004035,185.3609702249877,197.61451495141668,151.1522493143834,111.98570942692801,Medium,No,Yes,Low,24.970701638242808
27,Female,Employee,Urban,5861.814018823778,Freelance,0.3729701420531335,6084.115057598916,2249.9885275105594,779.5400145233656,431.6860998855579,500.5428277608097,196.52239688940685,343.3297184773437,Medium,Yes,No,Medium,35.73678642038393
57,Female,Freelancer,Urban,2109.571179068894,Salary,0.055092094767505984,659.0268633512104,551.0919894902805,265.3779742970491,124.97042274684661,149.06148290996617,206.8116672868388,153.2725554958624,Medium,No,No,High,0.0
23,Female,Employee,Suburban,2048.197267870904,Multiple,0.20244219916811138,23124.728100871853,694.5805214023947,237.79606404573636,123.93114903345968,203.57795333873432,171.14917858355557,58.38136326766928,Medium,No,No,Low,1.845261886671178
64,Female,Employee,Rural,958.1556497307301,Business,0.26380817113945976,1813.6984950604624,272.8357550095536,131.45695325324544,60.50629636991264,29.564689035280686,78.22279091300025,71.52159093081053,Medium,No,No,Medium,12.53580994995006
56,Female,Employee,Urban,3446.2314511348095,Salary,0.13837663430638816,3667.9999059607353,972.3254888281886,353.6573739188494,186.21245834316582,152.19934898153312,315.7080370073019,136.830501508261,Medium,No,No,Low,2.0089612621677837
30,Female,Employee,Urban,1711.421032018243,Salary,0.29511162725388873,1747.3972269755684,453.11777202847236,169.63906638990937,146.49331893697212,182.55386530849498,122.06000386475363,78.30399854497911,Low,Yes,No,Medium,20.56895494924342
18,Female,Employee,Urban,2627.0386587457037,Salary,0.14553137932099924,2243.080705552745,1042.6510947959537,280.7484534371236,137.88134440891724,298.9238893247491,159.39037302912482,132.07244379849092,High,Yes,Yes,Low,28.473286764827026
58,Male,Freelancer,Rural,2084.9089334646055,Salary,0.22916230647161848,13607.094405880722,540.2994341709389,251.25881428772914,114.25470970555786,201.15716757912364,133.2553497294464,131.45114937337954,Medium,No,Yes,Medium,21.511009233085385
54,Female,Business,Urban,1952.9642826465758,Business,0.18765056248729706,13433.022152623207,531.5240774105374,156.25031720442897,113.77599871837393,86.22960413584048,85.52840250665231,57.517330591318164,High,No,No,Medium,13.940722114804334
54,Male,Employee,Urban,2301.0832172475702,Salary,0.21617851000789018,572.2402520508399,701.3130741922587,318.60928811486394,194.3177540692083,189.09217112516166,130.26874586225958,140.64683712840286,Low,Yes,Yes,Low,27.62594068698901
56,Male,Employee,Suburban,2391.2555225165515,Freelance,0.2073948729994809,1696.5221773509666,761.3031239273023,242.04795318457863,133.4308709994954,131.95118228492177,205.25919094230605,61.49047369354741,Medium,No,Yes,Medium,24.380194178723755
23,Male,Employee,Urban,4394.194556887368,Salary,0.19680343091195646,56990.54393928653,1725.2481983323626,536.3328961063429,258.71688859238503,354.0131531809253,286.297800103283,188.86078847591776,Low,Yes,Yes,Low,27.550454883413973
38,Male,Business,Urban,5219.234007998342,Salary,0.1526532933500251,1933.29563383582,1494.100822711708,436.70092713593823,505.4401324544215,252.82164010926164,223.60004481779015,298.0777620130268,Low,Yes,No,Medium,13.355106203887265
25,Female,Employee,Urban,3379.075908420098,Freelance,0.13352952108891503,4549.084520761387,1210.2049438098315,372.4209905425479,216.91530225336228,143.10488835586975,305.3449138020486,96.06582985771021,Low,No,Yes,Medium,20.819282054745177
60,Female,Freelancer,Rural,4609.054220663693,Salary,0.23159858329562039,9287.145577895642,1606.0631777267708,390.6287827587082,390.3974332022522,218.16519037778195,348.002241565491,276.8512374537844,High,No,No,Medium,21.56695097260827
50,Female,Employee,Rural,3740.870941561521,Salary,0.20527061339845146,6997.099362527006,1225.5999169295267,302.22186661676466,361.5358942957101,412.84936258646,268.9563232203937,289.0190980520796,Medium,No,No,High,0.6266535843270837
37,Female,Employee,Suburban,3125.3671740608943,Salary,0.13079020912217115,178.1176396400487,906.0723847813912,422.48110522639456,162.74937720940474,110.07196685055042,305.8190891784682,241.8945619826173,Medium,Yes,No,Low,11.894024774812799
22,Female,Business,Urban,5052.161586642962,Salary,0.23433841626805613,4162.886625833543,1381.7435469162806,547.3279725344287,370.4596662779667,167.4240090628762,478.77131162287856,278.64976449834035,High,Yes,No,Medium,24.686737859487298
36,Male,Student,Suburban,1268.7185883556622,Freelance,0.1537446659751308,17142.365171706806,350.7729073355772,173.85376544407248,97.38418833459657,59.82797976816296,51.0739412058515,64.8654910945384,High,No,Yes,High,6.461920188244218
37,Female,Employee,Urban,1733.2766256158645,Multiple,0.35554399963122746,3069.891956459196,523.2747994661812,179.58879181685037,152.59454885585936,140.46453557797966,142.06882081306318,79.94999783449684,Medium,No,No,Medium,20.184079823003774
54,Female,Employee,Suburban,1618.9761731812316,Salary,0.4489180312416041,1052.3903312013078,438.0437999612139,202.92903442388462,158.99388342901912,61.55999383035957,150.9726441079897,76.67086347802436,Low,No,Yes,Medium,33.2736189719469
51,Male,Student,Suburban,2099.1883346321206,Salary,0.33890468473602087,1072.6487196481012,839.2284026247034,181.78973982575326,109.2451926128961,161.10534816080153,189.6002032621339,113.47028991016789,Low,Yes,No,Medium,34.41868182928356
60,Female,Employee,Rural,3439.0487261945714,Salary,0.33333245348753876,2442.875369500533,1089.7397111012735,320.9791159966261,237.3575636837689,326.026941127428,317.17641188109525,158.49084514753736,Medium,No,No,Medium,21.791657853069363
44,Male,Employee,Urban,1397.5112763016202,Salary,0.28141673796198585,5855.99438037169,462.36455406953786,157.90659248108528,99.98478016019658,109.85058057527489,120.7979897527254,63.702151415129826,Medium,No,Yes,Medium,28.423226084361232
25,Male,Freelancer,Suburban,3138.184096523228,Salary,0.17901684484061262,53617.79918678385,1074.7294385404903,347.8247543276956,308.59122847943286,310.7474760124311,311.36315494981795,117.0532617795348,Medium,Yes,No,Medium,28.00412920358109
54,Male,Freelancer,Suburban,1819.7775381202794,Salary,0.010093961747088348,2231.0137902005727,508.3868975761364,170.3195060633196,160.1519614552523,139.72219217679046,89.334093579595,110.401411962477,Medium,Yes,Yes,Medium,24.242561084725857
56,Male,Freelancer,Urban,2051.7902288447,Business,0.0974994090362086,5228.961246894691,661.2161931063004,289.2091294345155,198.54187969835715,78.33162264142071,84.41070524034002,148.51917882393462,High,Yes,No,Medium,17.263452180167597
48,Female,Employee,Suburban,2697.8429673431056,Business,0.1323260525523685,636.1396856827348,699.9110077990887,269.5087551686889,153.15841140501084,243.45200623231148,95.25292009450727,59.41704824663084,Medium,No,Yes,Low,12.06191459392312
56,Female,Freelancer,Rural,5656.858996436542,Salary,0.32077371195222526,552.8269340677449,2236.5809580796995,621.7684229775496,289.8338246284302,336.4339328044529,495.8520740686753,440.2737446600451,High,No,Yes,Medium,18.632259716329003
45,Male,Employee,Rural,1709.2782320504916,Salary,0.22561319432815174,1813.6377788053426,548.5481655454237,177.10652948965475,168.45233922604817,131.2689480851021,105.43529279861127,108.47446317394042,High,Yes,No,Low,24.644362226504665
46,Female,Employee,Suburban,2344.7951084160572,Salary,0.1340476546671555,4653.793976138372,596.6315395359462,350.974706456591,156.0381453128753,280.27873881767636,112.70340154156486,48.232117987371595,Medium,No,Yes,Low,24.753925231047482
42,Female,Employee,Urban,1423.5191895974335,Salary,0.015481365906519357,2734.418777652638,483.79881499730465,148.4238304278058,117.94052355088338,77.89778758412317,110.1890750232857,37.004536693557924,Low,No,No,Medium,8.949735443332855
19,Male,Unemployed,Rural,1701.0927911142808,Freelance,0.43181469284699325,3144.028747161496,450.81875812125935,167.59032214908083,98.41765004602593,176.7458985497156,51.13365862675096,129.28869649664645,Medium,No,No,Low,18.6613481646837
25,Male,Employee,Suburban,1417.0454054417708,Salary,0.2533313555962975,2265.4047442756473,522.1770951017544,203.31092874251226,110.05974838729757,114.47810390233853,62.02254243439983,85.38826933402508,Medium,Yes,Yes,Medium,26.677354012387294
20,Female,Unemployed,Urban,2758.3626612094918,Salary,0.29085098334284565,2899.3986490585326,1084.0457455611531,251.05676119866865,267.71426078279137,310.0711081137649,155.81234581317997,65.19401841328873,Medium,No,Yes,Low,23.472729332613085
51,Female,Student,Urban,3018.9198618220003,Salary,0.14643394266763277,2222.0005649378863,1169.7831616821309,435.5511126152694,257.0204730946148,337.9890483008138,135.42068962211542,121.51624377387293,Low,No,Yes,Low,8.46482338719681
36,Female,Employee,Urban,3441.0250077800856,Multiple,0.186138772933721,773.0612890102724,1081.058390045104,412.2222543589679,249.77312937006417,324.46640439335505,185.75106603595023,251.37071888539552,Medium,Yes,Yes,Medium,23.10969300930215
45,Male,Employee,Urban,1674.3413525132582,Salary,0.16561345451933993,670.8160687864219,597.5516222697014,160.1045821112965,160.93111699799238,96.11803435662078,69.61554705315929,119.45394962389574,Medium,No,Yes,Medium,18.336361566760086
61,Female,Freelancer,Suburban,3146.265708708541,Business,0.20643367389614958,11607.438637401261,860.0966363532947,307.20002666637475,177.12773392834598,363.71063037347756,95.2640903326433,98.92030178617303,Low,Yes,Yes,High,22.374850400232628
33,Male,Student,Urban,2582.595136223589,Salary,0.38457871624290135,1308.6849243043016,674.9726381309133,335.13545865206225,189.7301328560814,271.65663454669505,167.20527567330092,117.24031371325664,Medium,No,No,High,8.180464778526067
41,Male,Business,Urban,2371.134357254137,Freelance,0.07957188827438849,2343.6254959869275,884.806872070139,196.22512963940028,186.46984489506087,277.41936224565006,82.83675846094533,154.48864420929033,Medium,No,Yes,Medium,7.222348972987498
55,Female,Business,Urban,1311.9745694121134,Salary,0.19587358447024011,9798.158359429211,464.80006003163135,170.6641310363399,66.49428408307696,153.89575453775117,105.51306305458863,80.27973171817352,Medium,No,Yes,Medium,26.735664576425297
32,Male,Freelancer,Urban,2634.969140861973,Freelance,0.2360874531251176,2276.4609953526983,1017.2539182802476,267.9600254737653,134.12217204116376,183.4458961185461,90.37567358242875,68.45514414298,Medium,Yes,No,High,11.231504769698772
23,Male,Employee,Urban,2677.0703161705846,Business,0.18831827270528223,7168.728123267134,1036.5300659878837,365.6279028544103,216.6042764595775,103.88712921783093,223.95555744401432,149.16895541463367,High,Yes,Yes,Medium,30.220343484905396
35,Male,Unemployed,Urban,2567.9526399972488,Salary,0.2995324848498832,1226.5573870361097,775.7580851470615,227.89689443511352,212.42968943051284,193.94027214067538,88.10651066144032,55.25640839750341,Medium,No,No,Low,10.839678444682583
28,Male,Business,Urban,2981.0336406571637,Salary,0.026435557749643512,14120.556074343891,887.7435471052415,290.4735270407951,295.3837130386991,122.0352064772548,292.5172165668011,124.26805857310097,High,Yes,No,Medium,12.043454846505602
62,Female,Employee,Suburban,3454.0330577984205,Salary,0.3883769043498768,3740.657990536856,1092.459303409246,382.46840555876247,226.3171826841904,256.0909492404953,191.04010417059476,176.3720467287086,Low,No,Yes,Low,37.12229922091817
58,Female,Freelancer,Urban,1409.4972302886695,Freelance,0.06294807937469679,2902.0039111278556,493.11588916922324,199.50673400940005,94.63525304867039,111.92044072554873,71.88674194711477,31.82490379381607,High,Yes,No,High,0.5637751556972344
51,Male,Employee,Suburban,2189.9893434317855,Freelance,0.08698923305675066,2528.0027326579593,549.1363121373369,218.750776189743,174.59389131574162,179.41557516294915,112.52146298093373,154.7334583340222,Medium,Yes,Yes,Medium,28.115351745094873
60,Male,Employee,Urban,3158.598832411621,Freelance,0.15505468294783187,6406.336185203108,1042.9431489389926,439.2510082452536,275.1129527946806,97.33157344294443,148.19496873495584,141.49800260101995,Low,No,No,High,0.48762212865036947
57,Male,Employee,Urban,2134.104905111933,Freelance,0.1352414042388315,3775.2791957414283,539.8423976328111,185.97387099234427,162.19665665286067,228.50366740074955,90.49839621087635,94.61609278412469,High,Yes,Yes,Medium,22.234586803555125
29,Female,Employee,Urban,3943.057744290764,Salary,0.24245034564889245,121.83244813783489,1252.3195165983122,363.3559497627305,318.9567032349865,280.94883333499484,347.23158975082106,104.83756553328494,Low,Yes,Yes,Medium,30.638616946973144
61,Male,Student,Urban,2553.1655191758896,Salary,0.23086918282386995,1904.4749825106112,669.8020445654607,232.48358843076824,153.99307549678824,239.2073827780155,159.03895975853405,123.82918943450744,High,Yes,No,Medium,27.098701587090694
47,Female,Employee,Urban,918.3133566041907,Salary,0.21135569951972366,4113.289827178396,307.0220266591511,112.86883353650853,78.79169634078673,36.63215389777149,33.96760006186045,23.146796979654404,Low,Yes,No,High,18.580161564994313
57,Male,Freelancer,Urban,3713.441893424358,Salary,0.058211828200421145,1132.0582443855637,1103.4164539006733,398.10617665563353,260.44448008156076,360.41359161820907,324.2598603800697,108.05135356575467,Low,Yes,Yes,High,19.80290426112513
61,Male,Unemployed,Urban,2301.8038717181967,Salary,0.18605475752194542,1801.1056669901927,740.8059793555973,323.2704104334963,181.5394293587561,160.48802889563885,207.7563513986729,161.34355576282883,Low,No,Yes,High,12.352844415612834
36,Female,Unemployed,Suburban,1007.4166727347052,Freelance,0.20197325622211118,2022.300475000282,396.573727630463,114.85452265686014,83.57445045213117,97.38370183129732,95.34740296406612,61.40696924690829,Low,No,Yes,High,8.05368813836943
