Order_ID,Order_Date,Year,Month,Quarter,Product_Name,Category,Region,Customer_Type,Payment_Method,Quantity,Unit_Price,Total_Sales
1029,2023-03-12,2023,3,1,Smartwatch,Electronics,Pune,Premimum,UPI,1,7608,7608
1029,2023-04-05,2023,4,2,Smartwatch,Electronics,Pune,Premimum,UPI,1,7608,7608
1030,2023-12-11,2023,12,4,Water Bottle,Other,Hyderabad,Premimum,COD,5,126,630
1031,2022-11-02,2022,11,4,Laptop,Electronics,Hyderabad,New,COD,1,68088,68088
1031,2024-10-09,2024,10,4,Laptop,Electronics,Hyderabad,New,COD,1,68088,68088
1031,2024-06-23,2024,6,2,Laptop,Electronics,Hyderabad,New,COD,1,68088,68088
1032,2022-05-01,2022,5,2,Headphones,Electronics,Delhi,New,UPI,3,2723,8169
1032,2023-08-23,2023,8,3,Headphones,Electronics,Delhi,New,UPI,3,2723,8169
1032,2023-05-28,2023,5,2,Headphones,Electronics,Delhi,New,UPI,3,2723,8169
1033,2023-01-09,2023,1,1,Shoes,Fashion,Mumbai,New,COD,1,4157,4157
1033,2024-01-27,2024,1,1,Shoes,Fashion,Mumbai,New,COD,1,4157,4157
1033,2024-01-31,2024,1,1,Shoes,Fashion,Mumbai,New,COD,1,4157,4157
1033,2022-02-10,2022,2,1,Shoes,Fashion,Mumbai,New,COD,1,4157,4157
1035,2022-02-28,2022,2,1,Mobile Case,Other,Delhi,Returning,UPI,3,414,1242
1035,2022-03-13,2022,3,1,Mobile Case,Other,Delhi,Returning,UPI,3,414,1242
1035,2023-07-04,2023,7,3,Mobile Case,Other,Delhi,Returning,UPI,3,414,1242
1036,2023-12-19,2023,12,4,Tablet,Electronics,Bangalore,Returning,Card,2,15134,30268
1037,2024-01-13,2024,1,1,Book,Books,Hyderabad,Returning,Card,5,605,3025
1038,2022-07-24,2022,7,3,Backpack,Fashion,Delhi,Returning,Card,3,1857,5571
1038,2024-02-25,2024,2,1,Backpack,Fashion,Delhi,Returning,Card,3,1857,5571
1039,2022-06-16,2022,6,2,Smartwatch,Electronics,Chennai,Returning,COD,1,5190,5190
1039,2023-01-07,2023,1,1,Smartwatch,Electronics,Chennai,Returning,COD,1,5190,5190
1039,2023-02-09,2023,2,1,Smartwatch,Electronics,Chennai,Returning,COD,1,5190,5190
1039,2022-10-29,2022,10,4,Smartwatch,Electronics,Chennai,Returning,COD,1,5190,5190
1040,2022-09-25,2022,9,3,Water Bottle,Other,Bangalore,Premimum,COD,4,338,1352
1040,2022-01-19,2022,1,1,Water Bottle,Other,Bangalore,Premimum,COD,4,338,1352
1041,2022-02-20,2022,2,1,Laptop,Electronics,Hyderabad,New,COD,1,52555,52555
1041,2023-08-16,2023,8,3,Laptop,Electronics,Hyderabad,New,COD,1,52555,52555
1041,2023-03-23,2023,3,1,Laptop,Electronics,Hyderabad,New,COD,1,52555,52555
1042,2023-10-23,2023,10,4,Headphones,Electronics,Delhi,Returning,UPI,1,2478,2478
1042,2023-08-23,2023,8,3,Headphones,Electronics,Delhi,Returning,UPI,1,2478,2478
1042,2024-08-12,2024,8,3,Headphones,Electronics,Delhi,Returning,UPI,1,2478,2478
1043,2022-04-20,2022,4,2,Shoes,Fashion,Chennai,Returning,COD,2,4368,8736
1043,2023-01-13,2023,1,1,Shoes,Fashion,Chennai,Returning,COD,2,4368,8736
1043,2023-08-16,2023,8,3,Shoes,Fashion,Chennai,Returning,COD,2,4368,8736
1044,2024-12-17,2024,12,4,Watch,Other,Pune,Returning,UPI,5,4294,21470
1044,2024-07-28,2024,7,3,Watch,Other,Pune,Returning,UPI,5,4294,21470
1045,2023-06-21,2023,6,2,Mobile Case,Other,Chennai,Premimum,Card,5,877,4385
1046,2024-10-25,2024,10,4,Tablet,Electronics,Hyderabad,Premimum,UPI,2,35059,70118
1046,2022-06-07,2022,6,2,Tablet,Electronics,Hyderabad,Premimum,UPI,2,35059,70118
1047,2023-08-25,2023,8,3,Book,Books,Chennai,New,UPI,3,935,2805
1047,2022-02-24,2022,2,1,Book,Books,Chennai,New,UPI,3,935,2805
1048,2022-07-31,2022,7,3,Backpack,Fashion,Chennai,New,Card,1,1978,1978
1048,2024-06-18,2024,6,2,Backpack,Fashion,Chennai,New,Card,1,1978,1978
1048,2022-02-03,2022,2,1,Backpack,Fashion,Chennai,New,Card,1,1978,1978
1048,2022-03-12,2022,3,1,Backpack,Fashion,Chennai,New,Card,1,1978,1978
1049,2024-04-16,2024,4,2,Smartwatch,Electronics,Mumbai,Premimum,Card,2,14326,28652
1049,2024-05-11,2024,5,2,Smartwatch,Electronics,Mumbai,Premimum,Card,2,14326,28652
1049,2023-12-30,2023,12,4,Smartwatch,Electronics,Mumbai,Premimum,Card,2,14326,28652
1050,2023-03-04,2023,3,1,Water Bottle,Other,Mumbai,New,Card,3,100,300
1050,2022-01-10,2022,1,1,Water Bottle,Other,Mumbai,New,Card,3,100,300
1050,2023-03-20,2023,3,1,Water Bottle,Other,Mumbai,New,Card,3,100,300
1050,2023-05-11,2023,5,2,Water Bottle,Other,Mumbai,New,Card,3,100,300
1050,2023-03-02,2023,3,1,Water Bottle,Other,Mumbai,New,Card,3,100,300
1050,2023-04-24,2023,4,2,Water Bottle,Other,Mumbai,New,Card,3,100,300
1050,2022-09-18,2022,9,3,Water Bottle,Other,Mumbai,New,Card,3,100,300
1051,2022-05-31,2022,5,2,Laptop,Electronics,Chennai,New,COD,2,54846,109692
1052,2023-07-16,2023,7,3,Headphones,Electronics,Chennai,New,Card,3,4855,14565
1052,2022-05-12,2022,5,2,Headphones,Electronics,Chennai,New,Card,3,4855,14565
1053,2023-08-27,2023,8,3,Shoes,Fashion,Hyderabad,Premimum,UPI,3,1718,5154
1053,2024-09-13,2024,9,3,Shoes,Fashion,Hyderabad,Premimum,UPI,3,1718,5154
1053,2023-08-14,2023,8,3,Shoes,Fashion,Hyderabad,Premimum,UPI,3,1718,5154
1053,2023-08-24,2023,8,3,Shoes,Fashion,Hyderabad,Premimum,UPI,3,1718,5154
1054,2023-02-15,2023,2,1,Watch,Other,Pune,New,COD,5,17415,87075
1054,2024-05-23,2024,5,2,Watch,Other,Pune,New,COD,5,17415,87075
1055,2023-12-07,2023,12,4,Mobile Case,Other,Mumbai,New,UPI,3,661,1983
1055,2024-04-23,2024,4,2,Mobile Case,Other,Mumbai,New,UPI,3,661,1983
1055,2023-02-21,2023,2,1,Mobile Case,Other,Mumbai,New,UPI,3,661,1983
1055,2024-06-06,2024,6,2,Mobile Case,Other,Mumbai,New,UPI,3,661,1983
1056,2023-10-27,2023,10,4,Tablet,Electronics,Pune,Returning,Card,2,30075,60150
1056,2023-01-28,2023,1,1,Tablet,Electronics,Pune,Returning,Card,2,30075,60150
1057,2023-08-09,2023,8,3,Book,Books,Hyderabad,Premimum,Card,3,387,1161
1057,2022-06-24,2022,6,2,Book,Books,Hyderabad,Premimum,Card,3,387,1161
1058,2024-12-27,2024,12,4,Backpack,Fashion,Mumbai,New,UPI,5,1084,5420
1058,2022-06-28,2022,6,2,Backpack,Fashion,Mumbai,New,UPI,5,1084,5420
1058,2023-08-14,2023,8,3,Backpack,Fashion,Mumbai,New,UPI,5,1084,5420
1058,2024-10-04,2024,10,4,Backpack,Fashion,Mumbai,New,UPI,5,1084,5420
1059,2024-05-15,2024,5,2,Smartwatch,Electronics,Mumbai,New,Card,1,11559,11559
1059,2024-11-13,2024,11,4,Smartwatch,Electronics,Mumbai,New,Card,1,11559,11559
1059,2022-12-29,2022,12,4,Smartwatch,Electronics,Mumbai,New,Card,1,11559,11559
1059,2022-03-12,2022,3,1,Smartwatch,Electronics,Mumbai,New,Card,1,11559,11559
1059,2023-09-24,2023,9,3,Smartwatch,Electronics,Mumbai,New,Card,1,11559,11559
1059,2022-09-08,2022,9,3,Smartwatch,Electronics,Mumbai,New,Card,1,11559,11559
1060,2023-11-01,2023,11,4,Water Bottle,Other,Delhi,Premimum,UPI,5,717,3585
1061,2022-01-04,2022,1,1,Laptop,Electronics,Pune,Returning,COD,2,51590,103180
1061,2022-10-02,2022,10,4,Laptop,Electronics,Pune,Returning,COD,2,51590,103180
1061,2023-05-22,2023,5,2,Laptop,Electronics,Pune,Returning,COD,2,51590,103180
1062,2022-02-28,2022,2,1,Headphones,Electronics,Bangalore,New,UPI,2,2555,5110
1062,2024-03-07,2024,3,1,Headphones,Electronics,Bangalore,New,UPI,2,2555,5110
1062,2022-08-21,2022,8,3,Headphones,Electronics,Bangalore,New,UPI,2,2555,5110
1062,2023-09-12,2023,9,3,Headphones,Electronics,Bangalore,New,UPI,2,2555,5110
1063,2023-02-14,2023,2,1,Shoes,Fashion,Pune,New,COD,3,3601,10803
1063,2022-12-24,2022,12,4,Shoes,Fashion,Pune,New,COD,3,3601,10803
1063,2022-03-28,2022,3,1,Shoes,Fashion,Pune,New,COD,3,3601,10803
1064,2024-12-28,2024,12,4,Watch,Other,Chennai,Premimum,UPI,5,9924,49620
1064,2023-02-15,2023,2,1,Watch,Other,Chennai,Premimum,UPI,5,9924,49620
1064,2024-04-26,2024,4,2,Watch,Other,Chennai,Premimum,UPI,5,9924,49620
1064,2023-11-21,2023,11,4,Watch,Other,Chennai,Premimum,UPI,5,9924,49620
1065,2023-04-27,2023,4,2,Mobile Case,Other,Delhi,Returning,COD,5,511,2555
1065,2022-11-30,2022,11,4,Mobile Case,Other,Delhi,Returning,COD,5,511,2555
1065,2023-12-03,2023,12,4,Mobile Case,Other,Delhi,Returning,COD,5,511,2555
1065,2023-11-27,2023,11,4,Mobile Case,Other,Delhi,Returning,COD,5,511,2555
1066,2023-02-17,2023,2,1,Tablet,Electronics,Delhi,New,COD,1,29247,29247
1066,2023-01-28,2023,1,1,Tablet,Electronics,Delhi,New,COD,1,29247,29247
1066,2022-12-23,2022,12,4,Tablet,Electronics,Delhi,New,COD,1,29247,29247
1067,2024-10-14,2024,10,4,Book,Books,Pune,Premimum,UPI,4,699,2796
1068,2024-12-05,2024,12,4,Backpack,Fashion,Hyderabad,Returning,COD,5,566,2830
1068,2023-07-24,2023,7,3,Backpack,Fashion,Hyderabad,Returning,COD,5,566,2830
1068,2024-05-22,2024,5,2,Backpack,Fashion,Hyderabad,Returning,COD,5,566,2830
1068,2022-04-04,2022,4,2,Backpack,Fashion,Hyderabad,Returning,COD,5,566,2830
1069,2024-12-14,2024,12,4,Smartwatch,Electronics,Bangalore,Premimum,UPI,1,5629,5629
1069,2023-07-02,2023,7,3,Smartwatch,Electronics,Bangalore,Premimum,UPI,1,5629,5629
1069,2023-08-03,2023,8,3,Smartwatch,Electronics,Bangalore,Premimum,UPI,1,5629,5629
1070,2022-11-16,2022,11,4,Water Bottle,Other,Delhi,Returning,Card,3,579,1737
1070,2023-09-04,2023,9,3,Water Bottle,Other,Delhi,Returning,Card,3,579,1737
1070,2022-01-27,2022,1,1,Water Bottle,Other,Delhi,Returning,Card,3,579,1737
1071,2022-06-01,2022,6,2,Laptop,Electronics,Pune,New,Card,2,58940,117880
1072,2023-07-11,2023,7,3,Headphones,Electronics,Pune,New,UPI,1,3615,3615
1072,2023-03-13,2023,3,1,Headphones,Electronics,Pune,New,UPI,1,3615,3615
1073,2023-09-22,2023,9,3,Shoes,Fashion,Delhi,Premimum,COD,3,3472,10416
1074,2022-10-26,2022,10,4,Watch,Other,Delhi,Returning,Card,1,2976,2976
1074,2023-12-26,2023,12,4,Watch,Other,Delhi,Returning,Card,1,2976,2976
1075,2022-01-18,2022,1,1,Mobile Case,Other,Bangalore,Premimum,Card,3,359,1077
1075,2024-08-21,2024,8,3,Mobile Case,Other,Bangalore,Premimum,Card,3,359,1077
1075,2022-02-20,2022,2,1,Mobile Case,Other,Bangalore,Premimum,Card,3,359,1077
1075,2023-04-15,2023,4,2,Mobile Case,Other,Bangalore,Premimum,Card,3,359,1077
1076,2022-10-23,2022,10,4,Tablet,Electronics,Bangalore,New,COD,1,20775,20775
1076,2023-01-23,2023,1,1,Tablet,Electronics,Bangalore,New,COD,1,20775,20775
1076,2023-09-18,2023,9,3,Tablet,Electronics,Bangalore,New,COD,1,20775,20775
1077,2023-03-14,2023,3,1,Book,Books,Delhi,New,Card,4,920,3680
1078,2022-11-30,2022,11,4,Backpack,Fashion,Pune,Premimum,UPI,2,907,1814
1078,2024-12-22,2024,12,4,Backpack,Fashion,Pune,Premimum,UPI,2,907,1814
1079,2023-11-06,2023,11,4,Smartwatch,Electronics,Pune,Returning,COD,1,13388,13388
1079,2024-08-16,2024,8,3,Smartwatch,Electronics,Pune,Returning,COD,1,13388,13388
1079,2023-07-18,2023,7,3,Smartwatch,Electronics,Pune,Returning,COD,1,13388,13388
1079,2023-06-27,2023,6,2,Smartwatch,Electronics,Pune,Returning,COD,1,13388,13388
1079,2023-01-10,2023,1,1,Smartwatch,Electronics,Pune,Returning,COD,1,13388,13388
1079,2023-04-17,2023,4,2,Smartwatch,Electronics,Pune,Returning,COD,1,13388,13388
1080,2022-06-08,2022,6,2,Water Bottle,Other,Hyderabad,New,UPI,2,372,744
1080,2022-11-24,2022,11,4,Water Bottle,Other,Hyderabad,New,UPI,2,372,744
1080,2024-11-25,2024,11,4,Water Bottle,Other,Hyderabad,New,UPI,2,372,744
1081,2024-04-15,2024,4,2,Laptop,Electronics,Delhi,Premimum,COD,1,44531,44531
1081,2024-07-25,2024,7,3,Laptop,Electronics,Delhi,Premimum,COD,1,44531,44531
1082,2022-04-11,2022,4,2,Headphones,Electronics,Hyderabad,Premimum,Card,2,1963,3926
1082,2023-11-22,2023,11,4,Headphones,Electronics,Hyderabad,Premimum,Card,2,1963,3926
1082,2022-09-25,2022,9,3,Headphones,Electronics,Hyderabad,Premimum,Card,2,1963,3926
1082,2022-06-29,2022,6,2,Headphones,Electronics,Hyderabad,Premimum,Card,2,1963,3926
1082,2022-05-11,2022,5,2,Headphones,Electronics,Hyderabad,Premimum,Card,2,1963,3926
1083,2022-02-06,2022,2,1,Shoes,Fashion,Pune,New,Card,1,2483,2483
1083,2024-08-08,2024,8,3,Shoes,Fashion,Pune,New,Card,1,2483,2483
1083,2024-05-31,2024,5,2,Shoes,Fashion,Pune,New,Card,1,2483,2483
1083,2022-09-25,2022,9,3,Shoes,Fashion,Pune,New,Card,1,2483,2483
1083,2023-07-04,2023,7,3,Shoes,Fashion,Pune,New,Card,1,2483,2483
1084,2022-10-23,2022,10,4,Watch,Other,Mumbai,New,COD,5,18677,93385
1084,2023-08-31,2023,8,3,Watch,Other,Mumbai,New,COD,5,18677,93385
1085,2023-06-28,2023,6,2,Mobile Case,Other,Pune,New,Card,1,583,583
1085,2022-05-28,2022,5,2,Mobile Case,Other,Pune,New,Card,1,583,583
1085,2022-09-21,2022,9,3,Mobile Case,Other,Pune,New,Card,1,583,583
1086,2022-03-28,2022,3,1,Tablet,Electronics,Pune,Returning,Card,1,34775,34775
1087,2022-03-09,2022,3,1,Book,Books,Pune,New,Card,3,635,1905
1088,2024-09-10,2024,9,3,Backpack,Fashion,Pune,Returning,COD,5,527,2635
1088,2023-02-03,2023,2,1,Backpack,Fashion,Pune,Returning,COD,5,527,2635
1089,2022-11-23,2022,11,4,Smartwatch,Electronics,Mumbai,Returning,COD,2,3327,6654
1089,2023-12-11,2023,12,4,Smartwatch,Electronics,Mumbai,Returning,COD,2,3327,6654
1090,2022-09-13,2022,9,3,Water Bottle,Other,Hyderabad,New,UPI,1,383,383
1090,2023-09-04,2023,9,3,Water Bottle,Other,Hyderabad,New,UPI,1,383,383
1090,2024-05-07,2024,5,2,Water Bottle,Other,Hyderabad,New,UPI,1,383,383
1090,2023-03-11,2023,3,1,Water Bottle,Other,Hyderabad,New,UPI,1,383,383
1091,2024-05-12,2024,5,2,Laptop,Electronics,Chennai,Premimum,UPI,1,61156,61156
1091,2022-06-11,2022,6,2,Laptop,Electronics,Chennai,Premimum,UPI,1,61156,61156
1091,2024-03-08,2024,3,1,Laptop,Electronics,Chennai,Premimum,UPI,1,61156,61156
1091,2023-01-31,2023,1,1,Laptop,Electronics,Chennai,Premimum,UPI,1,61156,61156
1091,2022-01-05,2022,1,1,Laptop,Electronics,Chennai,Premimum,UPI,1,61156,61156
1091,2024-11-29,2024,11,4,Laptop,Electronics,Chennai,Premimum,UPI,1,61156,61156
1091,2024-05-03,2024,5,2,Laptop,Electronics,Chennai,Premimum,UPI,1,61156,61156
1092,2022-06-04,2022,6,2,Headphones,Electronics,Delhi,Returning,COD,1,3607,3607
1092,2023-06-21,2023,6,2,Headphones,Electronics,Delhi,Returning,COD,1,3607,3607
1092,2023-01-02,2023,1,1,Headphones,Electronics,Delhi,Returning,COD,1,3607,3607
1093,2022-10-12,2022,10,4,Shoes,Fashion,Pune,Premimum,COD,3,3055,9165
1093,2023-06-27,2023,6,2,Shoes,Fashion,Pune,Premimum,COD,3,3055,9165
1094,2023-03-19,2023,3,1,Watch,Other,Pune,New,COD,4,18106,72424
1094,2023-12-16,2023,12,4,Watch,Other,Pune,New,COD,4,18106,72424
1094,2024-07-10,2024,7,3,Watch,Other,Pune,New,COD,4,18106,72424
1095,2022-06-11,2022,6,2,Mobile Case,Other,Delhi,Premimum,UPI,5,103,515
1096,2022-10-19,2022,10,4,Tablet,Electronics,Pune,Returning,Card,1,13217,13217
1096,2023-01-28,2023,1,1,Tablet,Electronics,Pune,Returning,Card,1,13217,13217
1096,2023-02-17,2023,2,1,Tablet,Electronics,Pune,Returning,Card,1,13217,13217
1097,2023-06-09,2023,6,2,Book,Books,Hyderabad,Premimum,COD,2,511,1022
1097,2022-10-27,2022,10,4,Book,Books,Hyderabad,Premimum,COD,2,511,1022
1097,2023-06-14,2023,6,2,Book,Books,Hyderabad,Premimum,COD,2,511,1022
1098,2023-09-22,2023,9,3,Backpack,Fashion,Mumbai,Premimum,UPI,2,513,1026
1098,2023-05-09,2023,5,2,Backpack,Fashion,Mumbai,Premimum,UPI,2,513,1026
1099,2022-06-16,2022,6,2,Smartwatch,Electronics,Chennai,Premimum,UPI,2,6283,12566
1099,2024-11-17,2024,11,4,Smartwatch,Electronics,Chennai,Premimum,UPI,2,6283,12566
1099,2023-05-12,2023,5,2,Smartwatch,Electronics,Chennai,Premimum,UPI,2,6283,12566
1100,2024-12-26,2024,12,4,Water Bottle,Other,Delhi,Premimum,COD,4,552,2208
1100,2022-06-05,2022,6,2,Water Bottle,Other,Delhi,Premimum,COD,4,552,2208
1100,2022-10-13,2022,10,4,Water Bottle,Other,Delhi,Premimum,COD,4,552,2208
1100,2022-05-06,2022,5,2,Water Bottle,Other,Delhi,Premimum,COD,4,552,2208
1100,2024-08-31,2024,8,3,Water Bottle,Other,Delhi,Premimum,COD,4,552,2208
1101,2023-07-16,2023,7,3,Laptop,Electronics,Chennai,Returning,Card,1,56441,56441
1101,2023-08-02,2023,8,3,Laptop,Electronics,Chennai,Returning,Card,1,56441,56441
1102,2022-02-23,2022,2,1,Headphones,Electronics,Hyderabad,Premimum,UPI,2,4833,9666
1102,2022-01-13,2022,1,1,Headphones,Electronics,Hyderabad,Premimum,UPI,2,4833,9666
1102,2022-02-24,2022,2,1,Headphones,Electronics,Hyderabad,Premimum,UPI,2,4833,9666
1103,2023-01-08,2023,1,1,Shoes,Fashion,Hyderabad,Premimum,Card,1,1314,1314
1103,2022-03-27,2022,3,1,Shoes,Fashion,Hyderabad,Premimum,Card,1,1314,1314
1103,2023-10-25,2023,10,4,Shoes,Fashion,Hyderabad,Premimum,Card,1,1314,1314
1103,2023-08-07,2023,8,3,Shoes,Fashion,Hyderabad,Premimum,Card,1,1314,1314
1103,2024-12-29,2024,12,4,Shoes,Fashion,Hyderabad,Premimum,Card,1,1314,1314
1103,2022-07-12,2022,7,3,Shoes,Fashion,Hyderabad,Premimum,Card,1,1314,1314
1103,2022-04-10,2022,4,2,Shoes,Fashion,Hyderabad,Premimum,Card,1,1314,1314
1104,2023-03-23,2023,3,1,Watch,Other,Chennai,New,COD,1,5201,5201
1105,2022-04-27,2022,4,2,Mobile Case,Other,Chennai,New,Card,2,469,938
1105,2023-01-01,2023,1,1,Mobile Case,Other,Chennai,New,Card,2,469,938
1105,2022-08-26,2022,8,3,Mobile Case,Other,Chennai,New,Card,2,469,938
1105,2022-01-12,2022,1,1,Mobile Case,Other,Chennai,New,Card,2,469,938
1105,2022-07-20,2022,7,3,Mobile Case,Other,Chennai,New,Card,2,469,938
1106,2023-02-10,2023,2,1,Tablet,Electronics,Pune,New,UPI,2,24448,48896
1106,2023-09-03,2023,9,3,Tablet,Electronics,Pune,New,UPI,2,24448,48896
1106,2024-11-04,2024,11,4,Tablet,Electronics,Pune,New,UPI,2,24448,48896
