App_ID,App_Name,Developer,Primary_Genre,Genres,User_Rating,Rating_Count,Price_USD,Type,Size_Bytes,Content_Rating,Last_Updated,Current_Version,Min_iOS_Version,In_App_Purchases,Supported_Devices
1564448965,Epic Editor Premium 2026,Meta Wallet Ltd.,Graphics & Design,Graphics & Design,4.5,3372601,0.0,Free,114931728,4+,2026-04-06,3.30,15.0,No,"iPhone, iPad, iPod touch"
1789644399,Hyper Chat,Ultra Maker Ltd.,Games,"Games, Casual",4.1,3366095,0.0,Free,848775176,17+,2025-11-24,8.43,18.0,Yes,"iPhone, iPad, iPod touch"
1539994651,Browser,My Player Ltd.,Productivity,"Productivity, Utilities",4.7,3357305,0.0,Free,75300551,4+,2023-11-23,1.23,16.0,No,"Mac, iPhone, iPad"
1169993976,Browser,Next Craft Ltd.,Productivity,Productivity,4.5,3355952,0.0,Free,207771223,4+,2025-03-16,16.15,17.0,No,iPhone only
478972708,Studio Max,Quick Health Ltd.,Games,"Games, Board",5.0,3352390,0.0,Free,445411848,4+,2025-12-18,13.6,18.0,No,"iPhone, iPad, iPod touch"
1594803527,Pro Fit,Super Strike Ltd.,Games,"Games, Card",5.0,3261912,0.0,Free,1636589905,17+,2021-10-01,15.22,17.0,Yes,"iPhone, iPad, iPod touch"
1972938072,Pay,My Wallet Ltd.,Social Networking,Social Networking,4.1,3164770,0.0,Free,202634208,17+,2025-09-01,20.21.5,16.0,Yes,iPad only
1130814819,Drive,My Studio Ltd.,Magazines & Newspapers,Magazines & Newspapers,4.5,3134605,0.0,Free,177227303,4+,2024-09-03,3.29.21,16.0,Yes,"iPhone, iPad, iPod touch"
842043808,Connect 3D,Lite Player Ltd.,Photo & Video,Photo & Video,3.8,3128560,0.0,Free,356782206,12+,2021-06-12,13.23.29,14.0,No,"iPhone, iPad, iPod touch"
524131168,Learn AI,Roblox Corporation,Food & Drink,Food & Drink,3.9,3127009,0.0,Free,151548168,4+,2026-06-14,10.39.96,16.0,No,"iPhone, iPad, iPod touch"
1049257639,Fit AI,Neo Fit Ltd.,Social Networking,Social Networking,3.8,3109816,0.0,Free,136056524,17+,2025-12-13,3.21,15.0,Yes,iPhone only
1213690651,Easy Fit,Hyper Connect Ltd.,Entertainment,Entertainment,4.1,3106126,0.0,Free,240713062,17+,2022-06-19,9.30,16.0,Yes,iPhone only
1474758874,Tracker,Ultra Pay Ltd.,Games,"Games, Role Playing",4.0,3099226,0.0,Free,2647593303,4+,2025-02-03,4.15,16.0,Yes,"Mac, iPhone, iPad"
360157898,VPN,Smart Player Ltd.,Games,"Games, Action",4.6,3026463,0.0,Free,2321868152,4+,2024-09-24,2.24,12.0,Yes,"iPhone, iPad, iPod touch"
1793051703,Zen Player,Smart Pay Ltd.,Entertainment,Entertainment,3.6,3017062,0.0,Free,129005815,4+,2025-11-04,5.25.65,17.0,Yes,"iPhone, iPad, iPod touch"
591927848,Chat Plus,Hyper Fit Ltd.,Entertainment,Entertainment,3.7,3012508,0.0,Free,211454798,17+,2026-03-09,14.41.43,16.0,Yes,"iPhone, iPad, iPod touch"
1929826410,Browser,Lite VPN Ltd.,Entertainment,Entertainment,4.6,2979407,0.0,Free,126573290,17+,2024-07-04,14.49,15.0,Yes,"Mac, iPhone, iPad"
399223246,Dash Online 2025,Epic Dash Ltd.,Entertainment,Entertainment,3.7,2949225,0.0,Free,333326681,4+,2024-09-11,6.3.36,16.0,Yes,"Mac, iPhone, iPad"
1980944941,Smart Chat,Epic Tracker Ltd.,Entertainment,"Entertainment, Utilities",5.0,2932400,0.0,Free,457788869,12+,2023-07-05,8.43,16.0,Yes,"iPhone, iPad, iPod touch"
1697273166,Pro Learn,Crypto Strike Ltd.,Weather,Weather,4.7,2929723,0.0,Free,162177423,4+,2026-06-12,6.39,15.0,Yes,"iPhone, iPad, iPod touch"
512861702,Pay 2025,Meta Scanner Ltd.,Entertainment,Entertainment,4.0,2925644,0.0,Free,377941469,4+,2024-11-20,11.32,16.0,Yes,iPhone only
401549467,Tracker Max,Ultra Connect Ltd.,Games,"Games, Puzzle",4.6,2914823,0.0,Free,2567265243,4+,2025-10-30,12.6,15.0,Yes,"iPhone, iPad, iPod touch"
1864454732,Strike,Pro Scanner Ltd.,Utilities,Utilities,3.9,2902594,0.0,Free,47871692,4+,2025-10-05,7.9.21,18.0,Yes,iPhone only
1058317363,Learn Online,Quick Planner Ltd.,Education,"Education, Utilities",3.9,2898330,0.0,Free,123108150,4+,2023-06-21,18.16,17.0,Yes,iPad only
1200182689,Planner,Hyper Craft Ltd.,Productivity,Productivity,4.0,2870402,0.0,Free,22135288,4+,2026-04-18,16.12.94,16.0,Yes,"iPhone, iPad, iPod touch"
1200689849,Pay App,NetEase Games,Games,"Games, Puzzle",4.0,2857317,0.0,Free,821528643,4+,2025-12-15,15.26,17.0,Yes,"iPhone, iPad, iPod touch"
935967435,Cam,Easy Editor Ltd.,Photo & Video,"Photo & Video, Utilities",4.4,2845855,0.0,Free,96571545,9+,2021-09-26,14.15,15.0,Yes,"iPhone, iPad, iPod touch"
1114092425,Editor Plus,Ultra Wallet Ltd.,Health & Fitness,Health & Fitness,4.7,2839627,0.0,Free,88704838,12+,2021-05-13,10.2,16.0,Yes,iPhone only
1682474862,Planner,Lite Scanner Ltd.,Games,"Games, Casual",4.5,2816596,0.0,Free,1783640821,12+,2024-07-18,19.36,16.0,No,"iPhone, iPad, iPod touch"
459431662,Learn,Daily Health Ltd.,Health & Fitness,Health & Fitness,4.2,2803435,0.0,Free,142854634,4+,2025-03-24,13.31.100,16.0,Yes,iPhone only
1362940801,Chat,My Dash Ltd.,Entertainment,Entertainment,4.6,2799847,0.0,Free,190348169,9+,2025-03-17,1.5,17.0,Yes,"iPhone, iPad, iPod touch"
1216958576,Planner,Easy Pay Ltd.,Games,"Games, Action",3.9,2793708,0.0,Free,2444583901,4+,2025-12-04,8.23,14.0,Yes,"iPhone, iPad, iPod touch"
1922581191,Neo Strike Space,Smart Chat Ltd.,News,"News, Utilities",3.9,2786406,0.99,Paid,162641264,4+,2022-12-06,4.16.38,17.0,No,iPhone only
1068987169,Fit,Crypto Scanner Ltd.,Games,"Games, Adventure",5.0,2780992,0.0,Free,1395464132,4+,2023-05-26,20.36,16.0,Yes,"iPhone, iPad, iPod touch"
1912123953,Browser App,Zen Browser Ltd.,Entertainment,"Entertainment, Utilities",4.3,2762474,0.0,Free,520894833,4+,2023-11-25,16.36.57,16.0,Yes,"iPhone, iPad, iPod touch"
1328769575,Tracker,Pro Player Ltd.,Entertainment,Entertainment,3.8,2739492,0.0,Free,325471727,9+,2025-02-05,8.24,15.0,Yes,"Mac, iPhone, iPad"
752000426,My Connect,Epic Health Ltd.,Entertainment,Entertainment,5.0,2736874,0.0,Free,287702101,12+,2022-11-26,16.23,18.0,Yes,iPhone only
1683333817,Health,Crypto Connect Ltd.,Games,"Games, Simulation",5.0,2734375,0.0,Free,915095078,9+,2025-10-31,17.2,12.0,Yes,"iPhone, iPad, iPod touch"
748001534,Browser Premium 2026,Neo Studio Ltd.,Lifestyle,Lifestyle,3.4,2732572,0.0,Free,165218451,4+,2023-12-23,18.18.68,17.0,No,iPhone only
1844700711,Dash,Neo VPN Ltd.,Health & Fitness,Health & Fitness,4.5,2725321,0.0,Free,147381005,12+,2025-05-21,2.47,16.0,No,iPhone only
1714237724,Editor,Hyper Chat Ltd.,Photo & Video,Photo & Video,3.9,2723570,0.0,Free,367301176,4+,2023-04-07,2.21,15.0,No,"Mac, iPhone, iPad"
1407783691,Planner,i Studio Ltd.,Games,"Games, Casual",4.0,2703472,0.0,Free,1654798393,9+,2025-05-03,20.41,17.0,Yes,"iPhone, iPad, iPod touch"
930929881,Strike 3D,Zen Pay Ltd.,Games,"Games, Card",4.5,2698654,0.0,Free,1922489412,4+,2025-07-09,8.41.58,16.0,Yes,iPhone only
422579774,Browser,Playrix,Entertainment,"Entertainment, Utilities",3.7,2696448,0.0,Free,117844109,4+,2025-10-13,2.5.70,16.0,Yes,"Mac, iPhone, iPad"
1294189677,Drive Plus,Meta Chat Ltd.,Utilities,Utilities,4.1,2690495,1.99,Paid,98755481,4+,2023-07-16,6.25,17.0,No,iPhone only
1097428913,Learn,Smart Chat Ltd.,Social Networking,Social Networking,4.9,2686284,0.0,Free,193369053,17+,2024-03-24,7.4.34,17.0,Yes,"Mac, iPhone, iPad"
531283858,Super Player Online,Super Pay Ltd.,Photo & Video,Photo & Video,4.7,2672245,0.0,Free,227997395,4+,2025-01-18,16.22.24,17.0,Yes,"iPhone, iPad, iPod touch"
1415299265,Drive,Next Wallet Ltd.,Photo & Video,Photo & Video,4.7,2664059,0.0,Free,348234429,12+,2025-12-21,18.28,16.0,Yes,"iPhone, iPad, iPod touch"
751351736,Pay,Easy Drive Ltd.,Entertainment,Entertainment,4.5,2655845,0.0,Free,502911459,9+,2025-01-01,17.18,12.0,Yes,"iPhone, iPad, iPod touch"
1867125395,Cam,i Tracker Ltd.,Graphics & Design,Graphics & Design,3.6,2655553,0.0,Free,175015564,12+,2023-06-11,10.43,16.0,Yes,"iPhone, iPad, iPod touch"
1590368997,Craft,Quick Maker Ltd.,Entertainment,Entertainment,3.4,2652523,0.0,Free,314908684,4+,2024-10-15,18.13,18.0,Yes,"iPhone, iPad, iPod touch"
945308544,Crypto Player,Pro Chat Ltd.,Games,"Games, Strategy",5.0,2646217,0.0,Free,2342407469,17+,2023-12-05,4.18,15.0,Yes,"iPhone, iPad, iPod touch"
501762509,Strike Max,Zen Dash Ltd.,Games,"Games, Action",4.8,2646200,0.0,Free,1974834106,4+,2024-01-05,17.40.39,17.0,Yes,"iPhone, iPad, iPod touch"
1685526179,Learn,i Planner Ltd.,Utilities,Utilities,4.0,2643338,0.0,Free,107821292,4+,2023-01-20,10.11.53,16.0,Yes,"Mac, iPhone, iPad"
1993338606,Easy Connect,Lite Studio Ltd.,Games,"Games, Role Playing",4.8,2613159,0.0,Free,2205179331,4+,2024-07-17,7.10,15.0,Yes,"Mac, iPhone, iPad"
1543954813,My Planner Online,Neo Chat Ltd.,Photo & Video,Photo & Video,4.7,2613155,0.0,Free,486860942,17+,2025-05-25,8.46,17.0,Yes,"iPhone, iPad, iPod touch"
501845998,VPN,Epic Browser Ltd.,Shopping,Shopping,4.3,2609101,0.0,Free,120763907,17+,2026-04-22,14.38,12.0,Yes,"iPhone, iPad, iPod touch"
904255728,Dash,Zen Dash Ltd.,Health & Fitness,Health & Fitness,4.0,2602777,0.0,Free,53977203,4+,2023-09-14,7.1,14.0,Yes,"iPhone, iPad, iPod touch"
798204054,Health,Hyper Wallet Ltd.,Utilities,Utilities,3.6,2590720,0.0,Free,133611107,9+,2025-04-17,12.46,17.0,Yes,iPhone only
1074981107,Next Cam 2026,Ultra Chat Ltd.,Utilities,"Utilities, Utilities",4.4,2589946,0.0,Free,164698998,9+,2024-08-04,4.39,18.0,No,"iPhone, iPad, iPod touch"
1627886680,Hyper Wallet,Pro Wallet Ltd.,Games,"Games, Card",4.8,2588516,0.0,Free,841948123,4+,2025-03-02,19.25,16.0,Yes,"iPhone, iPad, iPod touch"
580438791,Smart Dash,My VPN Ltd.,Utilities,"Utilities, Utilities",2.9,2587341,0.0,Free,112882605,4+,2023-11-09,10.43,15.0,Yes,"Mac, iPhone, iPad"
397974166,Meta Maker,Daily Craft Ltd.,Utilities,"Utilities, Utilities",4.0,2583171,0.0,Free,92057219,4+,2025-03-13,13.10.23,17.0,Yes,"iPhone, iPad, iPod touch"
1129356613,Wallet Now,Daily Studio Ltd.,Utilities,Utilities,4.3,2578895,0.0,Free,22705445,4+,2023-03-30,3.23,16.0,No,"Mac, iPhone, iPad"
466867029,Easy Player,Next Connect Ltd.,Health & Fitness,"Health & Fitness, Utilities",4.6,2568863,0.0,Free,207200523,4+,2025-09-18,17.33.63,18.0,Yes,"iPhone, iPad, iPod touch"
1884439410,Crypto Wallet,Ultra Strike Ltd.,Lifestyle,Lifestyle,4.9,2566873,0.0,Free,155836453,4+,2024-05-27,17.32,16.0,Yes,"iPhone, iPad, iPod touch"
1464577567,Chat,Easy Learn Ltd.,Business,"Business, Utilities",3.8,2563857,0.0,Free,67759531,17+,2023-02-21,14.13,16.0,Yes,"iPhone, iPad, iPod touch"
1033987131,Dash Max,Next Chat Ltd.,Social Networking,Social Networking,3.8,2559108,0.0,Free,182912615,17+,2024-11-13,11.39,17.0,No,"iPhone, iPad, iPod touch"
1876232687,Chat AI,Neo Fit Ltd.,Reference,Reference,3.2,2552205,1.99,Paid,80627938,17+,2022-11-28,15.7.78,17.0,No,"iPhone, iPad, iPod touch"
1889688714,Browser Space,Next VPN Ltd.,Books,"Books, Utilities",3.9,2544900,0.0,Free,181075967,9+,2023-05-15,18.11,16.0,Yes,"iPhone, iPad, iPod touch"
1661511476,Studio Pro 2023,Crypto Cam Ltd.,Games,"Games, Casual",5.0,2542080,0.0,Free,1844652683,4+,2025-06-07,10.41,16.0,No,iPhone only
1295129304,Planner Hub,Daily Drive Ltd.,Entertainment,Entertainment,4.6,2540040,0.99,Paid,142588610,4+,2022-11-01,7.25.23,16.0,No,"Mac, iPhone, iPad"
1054902344,Craft Max,Crypto Wallet Ltd.,Games,"Games, Casual",4.2,2538061,0.0,Free,1735457730,4+,2026-05-22,10.40,17.0,Yes,iPhone only
1816653365,Pro Connect 3D,Zen Drive Ltd.,Entertainment,"Entertainment, Utilities",3.9,2535185,0.0,Free,485188739,12+,2024-10-26,20.34,15.0,Yes,"iPhone, iPad, iPod touch"
611043312,Wallet,Neo VPN Ltd.,Productivity,Productivity,5.0,2530694,0.0,Free,171434775,4+,2025-01-17,4.24,16.0,Yes,"iPhone, iPad, iPod touch"
1680786414,Meta Craft Plus,Meta Drive Ltd.,Magazines & Newspapers,Magazines & Newspapers,4.4,2526886,0.0,Free,81848390,9+,2024-05-22,14.41,14.0,No,"iPhone, iPad, iPod touch"
660305127,Player,My Browser Ltd.,Music,Music,3.7,2525411,0.0,Free,186895233,4+,2025-11-26,13.40,17.0,Yes,"iPhone, iPad, iPod touch"
1445428395,Wallet,Ultra Drive Ltd.,Entertainment,"Entertainment, Utilities",4.1,2520826,0.0,Free,143664883,4+,2026-04-28,16.38.2,16.0,Yes,iPhone only
1199181400,Meta Player,Next Studio Ltd.,Photo & Video,Photo & Video,4.3,2519406,0.0,Free,483728290,4+,2025-04-12,8.27,16.0,Yes,iPhone only
567934644,Cam,Next Wallet Ltd.,Productivity,Productivity,4.1,2509490,0.0,Free,183003664,12+,2024-07-27,12.29.83,15.0,Yes,iPhone only
379371298,Maker,Meta Studio Ltd.,Utilities,Utilities,3.9,2507392,0.0,Free,185152130,4+,2025-02-22,15.7,15.0,Yes,"iPhone, iPad, iPod touch"
1644634273,Strike,i Fit Ltd.,Productivity,"Productivity, Utilities",3.3,2497817,2.99,Paid,193685768,9+,2022-04-08,2.47,18.0,No,iPhone only
1234008432,Tracker,Amazon,Entertainment,Entertainment,4.2,2473300,1.99,Paid,227800374,9+,2026-04-21,14.10,16.0,No,"Mac, iPhone, iPad"
1752992326,Learn,Easy Chat Ltd.,Utilities,Utilities,4.4,2471997,0.0,Free,149066140,17+,2023-01-22,7.40.76,18.0,Yes,"iPhone, iPad, iPod touch"
399605619,Crypto VPN,Daily Health Ltd.,Health & Fitness,Health & Fitness,4.2,2468568,0.99,Paid,198661690,4+,2022-08-19,7.10,18.0,No,iPhone only
1157315725,Ultra Drive AI,Supercell,Games,"Games, Board",5.0,2465558,0.0,Free,2180632135,9+,2024-11-06,13.49.8,16.0,Yes,"iPhone, iPad, iPod touch"
1879521415,Chat AI 2024,Ultra Dash Ltd.,Games,"Games, Casual",3.7,2450419,0.0,Free,1042397720,17+,2024-12-24,12.43,16.0,No,"iPhone, iPad, iPod touch"
1197901855,Scanner 2026,My Tracker Ltd.,Entertainment,Entertainment,4.3,2446210,0.0,Free,359142807,4+,2026-06-08,15.40,17.0,Yes,"iPhone, iPad, iPod touch"
1346026912,Strike,Quick Studio Ltd.,Health & Fitness,"Health & Fitness, Utilities",4.6,2445586,0.0,Free,163723398,4+,2022-08-15,7.0.40,17.0,No,"iPhone, iPad, iPod touch"
1402941875,Quick Fit,Epic VPN Ltd.,Productivity,Productivity,3.3,2440405,0.0,Free,25759682,4+,2023-12-03,18.44.88,15.0,Yes,"Mac, iPhone, iPad"
690663999,Editor,Pro Player Ltd.,Games,"Games, Simulation",5.0,2439035,0.0,Free,2259841378,4+,2025-04-24,10.6,16.0,No,"iPhone, iPad, iPod touch"
1913394646,Wallet,Lite Maker Ltd.,Games,"Games, Action",4.1,2438958,9.99,Paid,1698290128,4+,2026-01-23,18.7,18.0,No,"iPhone, iPad, iPod touch"
983574361,Drive,Meta Connect Ltd.,Games,"Games, Casual",4.4,2437124,0.0,Free,1031005444,4+,2025-10-21,16.13,17.0,Yes,iPhone only
794058578,Wallet Hub,Hyper Editor Ltd.,Photo & Video,Photo & Video,4.6,2436995,0.0,Free,188269975,17+,2025-08-23,16.38,15.0,No,"Mac, iPhone, iPad"
755939476,Fit,Smart Scanner Ltd.,Games,"Games, Simulation",4.0,2432681,0.0,Free,977419194,4+,2025-04-26,4.14.30,16.0,Yes,iPhone only
1962838654,Daily Dash Plus,Hyper Cam Ltd.,Food & Drink,Food & Drink,3.7,2430156,0.0,Free,119493486,4+,2023-05-14,5.10.37,15.0,Yes,"iPhone, iPad, iPod touch"
1520757769,Daily Strike,Super Maker Ltd.,Finance,Finance,4.8,2427496,0.0,Free,93067921,17+,2026-01-27,5.6,16.0,No,"iPhone, iPad, iPod touch"
1266948785,Quick Player Plus,Epic Fit Ltd.,Games,"Games, Action",4.3,2417225,1.99,Paid,379880702,12+,2025-07-05,14.42.16,16.0,No,iPad only
311259256,Dash Go,Meta VPN Ltd.,Finance,Finance,4.5,2415064,0.0,Free,15742201,17+,2026-01-25,5.37.73,17.0,Yes,"iPhone, iPad, iPod touch"
1684462093,Meta Learn Go,Hyper Fit Ltd.,Photo & Video,"Photo & Video, Utilities",4.8,2414097,0.0,Free,424085133,4+,2024-07-16,1.15.0,16.0,Yes,"iPhone, iPad, iPod touch"
973393911,Drive,Epic Editor Ltd.,Productivity,Productivity,3.3,2413464,0.0,Free,66139830,9+,2026-06-22,4.49.74,15.0,No,"iPhone, iPad, iPod touch"
441672711,Smart Learn 3D 2024,Hyper Learn Ltd.,Stickers,"Stickers, Utilities",4.9,2409014,0.99,Paid,73704538,12+,2026-05-15,15.14,17.0,No,"iPhone, iPad, iPod touch"
832283930,Wallet,Lite Pay Ltd.,Games,"Games, Adventure",5.0,2403099,0.0,Free,1200703513,9+,2025-07-13,7.42,17.0,Yes,"Mac, iPhone, iPad"
691169606,Studio,Super Cam Ltd.,Entertainment,Entertainment,3.5,2396930,0.0,Free,517763874,4+,2024-05-20,10.14,16.0,Yes,"iPhone, iPad, iPod touch"
1812345158,Wallet Max,Crypto Fit Ltd.,Utilities,"Utilities, Utilities",4.5,2376888,0.99,Paid,78319702,12+,2025-02-08,2.43.62,17.0,No,"Mac, iPhone, iPad"
1489153913,Connect,My Scanner Ltd.,Utilities,Utilities,5.0,2373547,0.0,Free,186571849,12+,2024-06-13,5.18.90,17.0,Yes,"Mac, iPhone, iPad"
845091431,Health,Daily Learn Ltd.,Navigation,Navigation,4.2,2371175,0.0,Free,165000653,4+,2024-05-13,20.32,18.0,No,"Mac, iPhone, iPad"
1663391796,Neo Editor App,Smart Maker Ltd.,Utilities,Utilities,3.7,2369502,0.0,Free,184659569,4+,2026-05-12,11.38,17.0,Yes,iPhone only
1297822800,Pay,Easy Fit Ltd.,Utilities,"Utilities, Utilities",4.5,2357895,0.0,Free,193011250,4+,2024-01-24,16.35.82,17.0,Yes,"iPhone, iPad, iPod touch"
544984134,Learn,Hyper Planner Ltd.,Utilities,Utilities,3.4,2353259,0.0,Free,180273571,4+,2023-03-11,8.6.49,16.0,Yes,"iPhone, iPad, iPod touch"
1375458855,VPN,Meta Health Ltd.,Health & Fitness,"Health & Fitness, Utilities",3.5,2351761,0.0,Free,50369895,4+,2026-03-28,5.1.35,17.0,Yes,"iPhone, iPad, iPod touch"
718340815,Player,My Wallet Ltd.,Games,"Games, Adventure",5.0,2346976,0.0,Free,2025282694,12+,2025-01-22,11.0.98,17.0,Yes,"iPhone, iPad, iPod touch"
1752261505,Craft Online,Crypto Dash Ltd.,Finance,Finance,4.4,2334592,0.0,Free,70660401,17+,2022-05-31,19.31.14,15.0,No,"iPhone, iPad, iPod touch"
395618600,Learn Online,My Scanner Ltd.,Entertainment,Entertainment,4.4,2331764,0.99,Paid,114982085,4+,2024-01-17,13.18.4,16.0,No,iPhone only
1346615018,Browser,Crypto Chat Ltd.,Social Networking,Social Networking,5.0,2329453,0.0,Free,172947667,17+,2021-08-03,2.27.78,16.0,Yes,"Mac, iPhone, iPad"
1568256209,Dash Go,Meta Planner Ltd.,Entertainment,"Entertainment, Utilities",3.5,2328978,0.0,Free,291864838,17+,2025-06-17,5.5.97,18.0,Yes,"iPhone, iPad, iPod touch"
1199801191,Drive,Quick Fit Ltd.,Games,"Games, Card",3.6,2328019,0.0,Free,2731937679,4+,2023-01-05,20.40,16.0,Yes,"iPhone, iPad, iPod touch"
856362515,Player,Hyper Player Ltd.,Music,Music,4.7,2322199,0.0,Free,206352372,17+,2023-11-29,6.11.40,17.0,Yes,"Mac, iPhone, iPad"
1480880130,Maker,Quick Dash Ltd.,Entertainment,Entertainment,4.3,2319688,9.99,Paid,65272222,9+,2025-09-30,12.43,17.0,No,"iPhone, iPad, iPod touch"
1533805275,My VPN,Apple,Games,"Games, Card",4.8,2318847,0.0,Free,2027279485,4+,2024-06-28,3.0.11,17.0,Yes,"iPhone, iPad, iPod touch"
664513864,Neo Maker Max,Pro Browser Ltd.,Graphics & Design,"Graphics & Design, Utilities",4.2,2308159,0.0,Free,159260838,17+,2024-06-19,11.24.71,16.0,Yes,"Mac, iPhone, iPad"
1675402475,Hyper Dash,Meta Player Ltd.,Utilities,Utilities,3.8,2308043,2.99,Paid,68301571,4+,2025-05-23,11.47,15.0,No,"iPhone, iPad, iPod touch"
966232219,Tracker Space,Ultra Editor Ltd.,Education,Education,5.0,2307016,0.0,Free,182785851,4+,2024-12-17,12.13,17.0,Yes,iPhone only
1220075414,Smart Learn,Lite Player Ltd.,Entertainment,Entertainment,4.2,2304081,4.99,Paid,131054130,4+,2025-11-26,6.18,18.0,No,iPad only
1231653603,Smart Editor,Next Editor Ltd.,Utilities,"Utilities, Utilities",4.6,2293821,0.0,Free,205810642,12+,2025-10-04,2.17,16.0,No,"iPhone, iPad, iPod touch"
1503642329,Chat,Smart Health Ltd.,Magazines & Newspapers,"Magazines & Newspapers, Utilities",4.9,2290694,0.0,Free,48668085,4+,2023-04-21,16.34.99,18.0,Yes,"Mac, iPhone, iPad"
444205465,Player,Smart Editor Ltd.,Navigation,Navigation,4.8,2281145,0.0,Free,107274905,4+,2023-06-21,3.23,15.0,Yes,"iPhone, iPad, iPod touch"
1760566292,Chat AI,i Cam Ltd.,Graphics & Design,"Graphics & Design, Utilities",4.5,2280996,0.0,Free,50308173,4+,2025-06-09,1.26.91,18.0,Yes,"iPhone, iPad, iPod touch"
1412349309,Planner,Pro Maker Ltd.,Entertainment,Entertainment,4.2,2277804,1.99,Paid,159197489,4+,2025-06-01,9.42.67,18.0,No,"iPhone, iPad, iPod touch"
572990475,Epic Pay,Epic Craft Ltd.,Games,"Games, Card",5.0,2276104,0.99,Paid,1642586256,4+,2024-03-29,17.42.67,16.0,No,"iPhone, iPad, iPod touch"
1610934030,Pro Craft Now,Crypto Studio Ltd.,Utilities,Utilities,3.9,2272201,0.0,Free,193395258,4+,2025-10-16,18.40,16.0,Yes,iPad only
1970457926,Strike Pro 2024,Super Planner Ltd.,Weather,"Weather, Utilities",3.9,2270723,0.0,Free,197667462,12+,2025-01-30,10.24,16.0,Yes,iPhone only
840442498,Pay 3D,Super Dash Ltd.,Entertainment,"Entertainment, Utilities",3.9,2270518,0.0,Free,351852386,4+,2023-11-05,19.2,18.0,Yes,iPhone only
691848443,Planner App,Neo Player Ltd.,Utilities,Utilities,4.3,2267297,0.0,Free,189703111,4+,2025-06-26,9.42.45,16.0,Yes,"iPhone, iPad, iPod touch"
313112007,Smart Maker Now,Crypto Scanner Ltd.,Games,"Games, Simulation",3.8,2266005,0.0,Free,610032230,17+,2024-11-02,9.37,17.0,Yes,iPhone only
474273446,Crypto Fit,Quick Tracker Ltd.,Utilities,Utilities,4.0,2263345,0.0,Free,155419655,9+,2026-03-06,1.27.0,17.0,No,"iPhone, iPad, iPod touch"
1752968309,Easy Fit,Smart Cam Ltd.,Entertainment,Entertainment,4.8,2263053,1.99,Paid,359087476,4+,2026-01-12,6.5,16.0,No,iPhone only
1662631819,Daily Strike,Neo Maker Ltd.,Entertainment,Entertainment,3.3,2257604,0.0,Free,334978421,17+,2026-03-16,13.39,17.0,No,"iPhone, iPad, iPod touch"
1173949850,Lite Dash Max,Neo Tracker Ltd.,Games,"Games, Action",4.5,2253630,0.0,Free,1603193095,4+,2021-02-14,15.47,17.0,Yes,"iPhone, iPad, iPod touch"
1723057097,Editor 2023,Super Wallet Ltd.,Magazines & Newspapers,Magazines & Newspapers,3.8,2252348,0.0,Free,32542099,4+,2024-05-31,11.33,16.0,Yes,iPad only
1075533575,Learn Online,Epic Planner Ltd.,Games,"Games, Strategy",4.2,2249786,0.0,Free,1784469737,4+,2024-07-23,3.50.2,17.0,Yes,"iPhone, iPad, iPod touch"
626221008,Hyper Dash,Next Strike Ltd.,Productivity,Productivity,4.6,2247008,0.0,Free,180440388,4+,2026-03-08,4.21,13.0,No,"iPhone, iPad, iPod touch"
